1.258130341842429667e+00,2.406333970105193898e-01,6.777963182414740995e-02,1.913450920980915571e-01,4.258659092831730830e-01,4.496868076980556905e-01,4.720951072653441910e-02,1.264068531361860724e-02,6.554179086985785219e-01,4.276485213619801717e-01,5.936199993838285893e-01,3.531745991567352139e-01,6.985910761411898706e-01,1.335238673753274818e-01,5.899024540627353375e-01
1.979059494480886361e+00,2.185915888782803684e-01,6.111648153363690161e-01,8.196628893523544290e-01,4.372220311568902340e-01,8.241531827051983283e-01,5.057894372751138568e-02,1.005414487077707121e-02,3.240664015510876239e-01,4.902076265131681265e-01,1.193302495683250947e-01,5.605623323268384972e-01,4.085448141838005642e-01,5.614407603733693186e-01,1.432686468737202068e-01
8.751987933500336991e-01,3.198785746839662991e-01,1.085883301579951832e+00,1.199466449992123984e-01,7.231024837414014028e-01,5.911482990300631624e-02,3.750063807643008729e-01,8.474501157966558562e-01,1.226479946557512246e+00,1.191607181462233989e+00,1.326705152031269153e+00,1.243255399992132748e+00,1.132549013827978263e-01,3.712842394405074242e-01,4.426329202881829628e-01
4.128517402232239952e+00,1.080389509418925725e-01,1.642564902504688229e+00,1.074481609246257907e+00,1.370905420609292158e-01,7.678348557451666334e-01,3.226969694222188156e-01,3.349489577476766344e-02,3.186100279380307820e-01,1.930781047446075149e-01,7.247892585117264863e-01,2.833522826795646932e-01,2.700465762192929067e-02,3.604947560339670509e-02,1.030095479109064405e-01
4.285499329277614677e+00,4.563423335770543793e-03,1.988569448349634783e+00,9.611498081943182781e-01,5.116045158871598275e-01,8.663120921868793234e-01,2.805565991456914210e-01,7.064293143656809049e-01,6.483962695749576621e-01,5.574492092783377151e-02,6.260250221353318434e-01,6.834395573088153375e-01,5.359012041217798838e-01,2.166172251424030304e-01,3.936253270743449439e-01
1.618602187155537209e+01,4.324130544247030139e-01,7.338822200911556237e+00,1.965999294727053259e+00,3.082396836728825695e-01,3.639850085201171481e+00,2.088847946123273847e+00,2.212786676332058611e-01,4.937984409605141067e+00,1.123199696666969949e+00,1.921151315922479785e+00,1.446135179160318529e+00,1.080942128803616287e+00,1.984959365242634499e-01,1.486494577948212381e+00
1.126580914586580606e+00,2.961805245079665583e-01,6.625732649669154040e-02,7.907915408437686811e-01,1.222093938222067688e+00,1.874159571385688727e-01,3.019762095866136420e-01,1.700370028472735218e+00,5.503314771827112484e-01,1.073078556235911973e+00,8.729324324773741761e-01,3.429934552047644164e-02,7.207059219624679658e-01,4.768190185478173859e-01,8.953929256083541233e-02
1.144308573814930696e+01,1.492760831116419773e-01,1.307002949784182411e+00,6.369672395405877596e-01,6.169477022235480668e+00,3.446593808037403672e-01,1.028681915717996054e+00,9.240738843603305552e-01,9.566292115651422456e-01,5.020014884593044791e-01,1.309710948773481931e+00,1.907438166398212287e+00,3.737510749014882450e+00,8.423225761980052129e-01,6.334685934278794228e-01
3.830742212327331586e+00,8.096257935319166668e-03,1.601802820772155300e+00,7.137735907658220302e-01,6.986478428421970532e-01,1.134692082219417530e+00,7.222338814538826757e-01,2.080931315835870432e+00,3.049078107947778005e-01,2.762837430196708466e-01,1.211989011624094864e-01,3.926347448463868295e-01,1.196695743914510945e-01,3.016067992117639762e-01,2.438348697150992395e-01
3.888383739596649846e+00,1.134032281188033786e-01,1.387340526530421947e+00,8.049895040061179063e-01,2.215181025809318249e-01,1.338203074946346050e+00,6.085293003667624490e-02,2.389110904310033645e-01,5.437665066264958380e-01,4.169362057846917047e-01,2.553322459540072198e-01,3.709569235436759038e-02,1.791696566878002717e-01,9.929709272190359037e-01,8.253597795142053606e-02
